CUPS;Fecha;Estacion;FechaLectura;Contrato;AIa0;AIa1;AIa2;AIa3;AIa4;AIa5;AIa6;AEa0;AEa1;AEa2;AEa3;AEa4;AEa5;AEa6;R1a0;R1a1;R1a2;R1a3;R1a4;R1a5;R1a6;R2a0;R2a1;R2a2;R2a3;R2a4;R2a5;R2a6;R3a0;R3a1;R3a2;R3a3;R3a4;R3a5;R3a6;R4a0;R4a1;R4a2;R4a3;R4a4;R4a5;R4a6;
ES0130000001329031HX;24/03/2022 0:00:00;I;25/03/2022 11:15:46;1;70171;27326;35587;7257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19786;7462;10191;2132;0;0;0;
